"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9101046","Bonneveaux, avenue de","CARREFOUR FRANCE SAS (SNC avant 1995)","Station service","91150","91223","Étampes","2.15953229036086","48.4290574755751"
"IDF9101048","Sucrerie, ZAC de la; Voie Nouvelle","SFE (Sté des FERRAILLES DE L'ESSONNE)","Casse automobile","91150","91223","Étampes","2.14599033777171","48.4510938786656"
"IDF9101068","Vallée Colin, résidence","CGC (Cie GENERALE DE CHAUFFAGE), ex PERIN, ex SONEX","Compagnie de chauffage","91150","91223","Étampes","2.15227535513678","48.4403223679675"
"IDF9101071","Gaulle, 26 avenue du général de (D 49)","CENTRE HOSPITATLIER GENERAL D'ETAMPES","Hôpital","91150","91223","Étampes","2.14900890568955","48.4212080700433"
"IDF9101073","Grenots, avenue des","RAZEL FRERES","Travaux publics","91150","91223","Étampes","2.15213523722358","48.4526507889493"
"IDF9101074","Grenots, rue des (ex Voie Est)","LASERSON ; ex Laserson et sabetay","Commerce de gros de produits chimiques","91150","91223","Étampes","2.1610347020837","48.4513970446326"
"IDF9101075","Grenots, 13 avenue des","RIVARD Jean-Charles","Atelier de traitement des métaux, travail du bois","91150","91223","Étampes","2.15799471573653","48.4509606374741"
"IDF9101076","Grenots, 19 avenue des","POLE-DECO","Atelier de traitement des métaux","91150","91223","Étampes","2.15694026330137","48.4509769490212"
"IDF9101077","Grenots, 25 avenue des (ex Voie Nouvelle)","PIECES AUTOS 91, ex FRANCE PIECES AUTOMOBILES","Casse automobile","91150","91223","Étampes","2.15411491278078","48.4510083867675"
"IDF9101066","Doumer, 41 rue Paul, ex rue basse de la Foulerie (1864)","BILLARD Auguste","Tannerie","91150","91223","Étampes","2.15584866598887","48.4313716811285"
"IDF9101067","Egalité, 5 rue de l'","ETAMPES, commune d'",NULL,"91150","91223","Étampes","2.16429375366588","48.4392892425237"
"IDF9102205","Autoroute F6 (ex voie express F6)","GESMIN, ex BP","Station service","91460","91363","Marcoussis","2.18852741056574","48.648310467736"
"IDF9100811","Lac, 9-13 avenue du","COMPAQ Computer, ex DIGITAL EQUIPEMENT FRANCE (du groupe DEC)","Fabrique de matériels informatiques","91080","91182","Courcouronnes","2.42290998841227","48.620615172002"
"IDF9100810","Thorigny, mail de (ex route de la Garenne, Centre Commercial de Thorigny)","BOULE DE NEIGE","Pressing","91080","91182","Courcouronnes","2.40633463936519","48.6204958946302"
"IDF9100812","Luberon et du Vercors, 4 allée du","CEGELEC, ex ASEA SERVICE","Installation industrielle d'électricité","91080","91182","Courcouronnes","2.4262359618723","48.614605552497"
"IDF9100823","Orme-à-Martin, av. de l'","BP FRANCE, ex MOBIL OIL FRANCE","Station service","91080","91182","Courcouronnes","2.41733833112936","48.6309697360628"
"IDF9100828","Vanoise, 2 place de la","EG ET G. INSTRUMENT",NULL,"91080","91182","Courcouronnes","2.42841918055298","48.6144509469967"
"IDF9100829","Vanoise, 5 place de la","NOUVELLE DE TOURNERIE, ex ATELIERS DES TOURNELLES","Fabrique d'objets divers","91080","91182","Courcouronnes","2.42806617466529","48.6142354071867"
"IDF9100834","Allende, 43 avenue du Président Salvador (ex 43 avenue de la Grange)","CENTRALE GARAGE, ex CENTRAL AUTO, ex FERREYRA ET SES FILS","Garage, carrosserie","91560","91191","Crosne","2.46944124401798","48.7208476661713"
"IDF9100824","Pelvoux, 43 rue du (Bât.D)","ROTO91, ex GILBERT CLAREY, ex EDICIS EVRY, ex EDICIS","Imprimerie","91080","91182","Courcouronnes","2.42858047814548","48.6136594680279"
"IDF9100825","Briard, rue du Plessis","V33",NULL,"91080","91182","Courcouronnes","2.40957844980856","48.6311008371015"
"IDF9102034",NULL,"PIERBURG-FRANCE + UTAC, ex CITROEN + PEUGEOT","Entretien automobile","91310","91339","Linas","2.24158323308527","48.6240873793027"
"IDF9102036","Boillot, avenue Georges","UNM",NULL,"91310","91339","Linas","2.25479479499244","48.6243585139658"
"IDF9102039","Filois, chemin du","AUTO-BOUM","Garage","91310","91339","Linas","2.26246486606201","48.6294266596848"
"IDF9102040","Hauts Chupino, chemin des","MOCLIOCO Ginette","Ferrailleur","91310","91339","Linas","2.25782555172158","48.6292346690181"
"IDF9101051","Coquerive, avenue de (RN 191)","TOTAL RAFFINERIE DISTRIBUTION, ex Cie FRANCAISE DE RAFFINAGE TOTAL","Station service","91150","91223","Étampes","2.17204333160641","48.4334737151826"
"IDF9102041","Lampe, chemin de la","LESAINE Fernand",NULL,"91310","91339","Linas","2.26376246613227","48.6326558555308"
"IDF9101052","Coquerive, 2 avenue de (ex allée de Coquerive - N 119)","GLST (Sté GENERALE DE LOCATION ET SERVICES TEXTILES), ex ELIS (EUROPE LINGE SERVICE), ex BLAN'R, ex  RECULE, ex BALSAN, ex HARRISSARD","Blanchisserie, teinturerie","91150","91223","Étampes","2.17204128763545","48.4340941897862"
"IDF9102052","Roches, chemin des","JOURDAIN + LAMBINET","Casse automobile","91310","91339","Linas","2.24726915167347","48.6152702699211"
"IDF9101050","Chesnay, hameau du","MARLINE","Station service","91150","91223","Étampes","2.10938360825393","48.4570870886598"
"IDF9102033","Arpajonais, rue de l'","MOUTON M.",NULL,"91310","91339","Linas","2.26944762634736","48.6322277413684"
"IDF9102035","Boillot, 25 rue Georges","TRANSPORTS P.M. (Pédro Manuel)","Transports","91310","91339","Linas","2.25612253430123","48.625348656633"
"IDF9101054","Croix de Versailles, chemin de la","INTERFUEL, ex IFRACO (Sté ILE DE FRANCE COMBUSTIBLES)","Dépôt de liquides inflammables","91150","91223","Étampes","2.16764081428186","48.4486374525508"
"IDF9101055","D 63","VIDANGES REUNIES, Sté DES","Dépôt d'immondices","91150","91223","Étampes","2.18014456046396","48.4226583705033"
"IDF9101058","CD 207 (Route - Les - Scelles)","SAER (Sté D'AMENAGEMENT, D'EXPLOITATION ET DE RAMASSAGE), ex SIRECTOM","Décharge d'ordures ménagères","91150","91223","Étampes","2.16140380414134","48.4540773700352"
"IDF9101053","Cordeliers, 37 rue des","INTERFUEL, ex IFRACO (ILE DE FRANCE COMBUSTIBLES), ex CAYLA Roger, ex CONTAREL.","Dépôt de liquides inflammables","91150","91223","Étampes","2.15172695169242","48.4314729128672"
"IDF9102032","Rambouillet, 40 rue de","Coopérative Agricole d'Approvisionnement du Hurepoix + Coopérative Agricole de céréales du Hurepoix","Coopérative agricole","91470","91338","Limours","2.059473091448","48.6418275576005"
"IDF9100836","Branly, rue Edouard","MEDART Henri","Fabrique de colorants","91560","91191","Crosne","2.46036686042392","48.7226383924686"
"IDF9100837","Colbert, 13 rue","BATYTHERME","Compagnie de chauffage","91560","91191","Crosne","2.46126370650678","48.717097925064"
"IDF9100839","Investisseurs, 9-11 rue des","FONDERIE DU JARDIN","Fonderie","91560","91191","Crosne","2.4698191548136","48.7249658781287"
"IDF9100842","Jaurès, 28 avenue Jean (D22)","CGEC","Compagnie de chauffage","91560","91191","Crosne","2.46241198957197","48.7143628927272"
"IDF9100843","Jaurès, 32 avenue Jean (D32)","YBERT Eugène","Station service","91560","91191","Crosne","2.46171905149211","48.7144086159076"
"IDF9100844","Jaurès, 34 avenue Jean (D32)","NET EXPRESS, ex LACAUX, ex LACAUSSE ou LACAUSE, ex BELIN","Blanchisserie, teinturerie","91560","91191","Crosne","2.46189685830384","48.7148670481577"
"IDF9101322","Barbusse, 1 place Henri (ex Corbeil, 2 route de)","SNC COMPAGNIE DES PETROLES ET GENERALES DE SERVICES (CPGS), ex ELF ANTAR FRANCE, ex EUROMARCHE, ex GRANDS EXPRESS MARCHES (GEM)","Station service","91350","91286","Grigny","2.39457194422217","48.6531143522058"
"IDF9101370","Picotois, chemin de","BEZET JOLIET",NULL,"91430","91312","Igny","2.20446792948696","48.7372407237118"
"IDF9100847","Maroc et du Printemps, 34-36 av. du (ex n°25-27)","PEGORIER Lucien","Station service","91560","91191","Crosne","2.4506406245024","48.7189884723073"
"IDF9101331","Port, 1 chemin du (RN 7)","ELF FRANCE, ex UNION INDUSTRIELLE DES PETROLES","Station service","91350","91286","Grigny","2.40140343013919","48.6671572036921"
"IDF9101337","Plessis, 13 chemin du","GARAGE FERME NEUVE","Station service, carrosserie","91350","91286","Grigny","2.38739268042955","48.6537382378165"
"IDF9101338","Potager de l'Arbalette, 7 allée du","THERMICAL","Compagnie de chauffage","91350","91286","Grigny","2.39164736816732","48.6596264574036"
"IDF9101339","Port, 1 chemin du","CIM (Cie INDUSTRIELLE MARITIME) + INDUSTRIELLE DES PETROLES ANTAR - ELF","Cokéfaction","91350","91286","Grigny","2.40206929217685","48.6676334361815"
"IDF9100849","République, 3 avenue de la (D32)","RICBOURG Maurice, ex CAVAM","Station service","91560","91191","Crosne","2.45534242101498","48.718767867778"
"IDF9100850","République, 4 avenue de la (ex CGC 32)","CABLERIES DE CROSNES, ex Sté DES CABLERIES DE LA SEINE, ex HAAS Henri","Atelier de travail des métaux","91560","91191","Crosne","2.45558901283401","48.7195949386209"
"IDF9100851","République, 16 avenue de la (D32)","DUCLOS","Garage","91560","91191","Crosne","2.45302108993929","48.7199033301528"
"IDF9100853","République, 59 avenue de la (D 32)","BRANT, ex Sté NAUTIQUE SPORTIVE, ex Sté LA NAUTIQUE SPORTIVE","Industrie du caoutchouc","91560","91191","Crosne","2.44869957762682","48.7200605183093"
"IDF9100863","Beaurepaire, chemin de (ex CR N° 33 et CR N°34)  (en 1969)","ORAY","Fabrique d'écrans de cinéma","91410","91200","Dourdan","2.03551212470829","48.5245563832207"
"IDF9101328","Eiffel, 5-7 rue Gustave","LEFEVRE Jean","Travaux publics","91350","91286","Grigny","2.39547444453608","48.6704966654631"
"IDF9101329","Eiffel, 8-10 rue Gustave","SITRABA (Assistance Maintenance et Location)","Atelier de traitement des métaux","91350","91286","Grigny","2.39798595884783","48.6702615428978"
"IDF9101340","Rousseau, 1-3 rue Jean-Jacques","COCA COLA ENTREPRISE, ex PARISIENNE DES BOISSONS GAZEUSES","Industrie des boissons","91350","91286","Grigny","2.38473984241693","48.6472736759529"
"IDF9100864","Six juin 1944, allée du  (ex chemin de Beaurepaire)","MECANOBLOC","Atelier de mécanique générale, traitement des métaux","91410","91200","Dourdan","2.03574697617975","48.5237746525985"
"IDF9100868","Champs de Courses, chemin du","SMNIF (Sté DE METALLURGIE NOUVELLE DE L'Ile de France)","Atelier de métallurgie","91410","91200","Dourdan","1.99577447615208","48.5350819901777"
"IDF9100869","Champs de Courses, chemin du (CR N° 60)","LEP Alfred Kastler (Lycée d'Enseignement Professionnel)","Lycée","91410","91200","Dourdan","1.99085441813716","48.5338171024675"
"IDF9100870","Chariot, 6 place du","LECOQ René - Lucien, ex LECOQ Louis","Garage","91410","91200","Dourdan","2.01299501314652","48.5272190154008"
"IDF9100866","Carnot, 17 avenue  (ex 11 ter avenue Carnot)","DROT, ex DROT Jean","Station service","91410","91200","Dourdan","2.01122679125134","48.5326364885245"
"IDF9101089","Moulin du Bourgneuf, 2 passage du (ex impasse)","SMP (SEBLAGE METALLISATION PEINTURE), ex REBOUTIER Henri, ex REBOUTIER Pierre","Atelier de traitement des métaux","91150","91223","Étampes","2.17013187525184","48.4312497811083"
"IDF9101091","Moulins des Fontaines, chemins des","BAZIN Raymond","Fonderie","91150","91223","Étampes","2.17296404766459","48.432917524029"
"IDF9101360","Cachin, 2 boulevard Marcel","PRESSING YVON",NULL,"91430","91312","Igny","2.22937381590302","48.7314487553161"
"IDF9100865","Bonniveau, rue de","SCP PATIN, ex CHASTANG Augustin","Station service","91410","91200","Dourdan","2.00204213676262","48.5333111491998"
"IDF9101342","Treille, 1-3 place de la","GRIGNY PRESSING","Pressing","91350","91286","Grigny","2.37174211424993","48.6520084876947"
"IDF9101364","Jaurès, 110 avenue Jean","TOTAL RAFFINAGE ET DISTRIBUTION, ex TOTAL Cie FRANCAISE DE RAFINAGE",NULL,"91430","91312","Igny","2.24117117915851","48.7325654150103"
"IDF9101359","Bièvres, 8 impasse de la","BLANCHISSERIE TEINTURERIE D'IGNY, ex ALIMOTEX, ex RDT INDUSTRIEL, ex VICLO, ex VITONET, ex GILBON",NULL,"91430","91312","Igny","2.22956212531257","48.7449649487999"
"IDF9101362","Gaulle, voie du Général de","BP, ex SOGESTAS","Station service","91430","91312","Igny","2.22217926751641","48.744687952418"
"IDF9101371","Picotois, chemin du","BENNES EXPRESS, ex PAF AUTO, ex NICQUEL, ex LATTANZI, ex THEVENARD  VAUHALLAN AUTOMOBILES, ex  ANQUETIL",NULL,"91430","91312","Igny","2.20915718437846","48.7377047193342"
"IDF9101374","République, 45 avenue de la","ROUX Marcelle",NULL,"91430","91312","Igny","2.22503378450543","48.7330362693275"
"IDF9101375","République, 69 avenue de la","BLANCHISSERIE DE LA BIEVRES",NULL,"91430","91312","Igny","2.22276733322009","48.731379359622"
"IDF9100873","Chateaudun, avenue de (D5)","COURAL Maurice","Station service, garage","91410","91200","Dourdan","2.00585179389968","48.5264429954236"
"IDF9100874","Chateaudun, 5 avenue de (D5)","APPLICATIONS PLASTIQUES, LES, ex GOMELSKI","Fabrique d'enseignes","91410","91200","Dourdan","2.00631613173876","48.5258328538441"
"IDF9100877","Etampes, 29 avenue de (D836) (en 1987)  (ex route du Faubourg d'Etampes en 1960)","DA SILVA José, ex Sté INDUSTRIELLE D'ETUDES ET DE REALISATIONS SCIENTIFIQUES, ex LAMBERDIERE Gaston","Garage","91410","91200","Dourdan","2.01575749753365","48.52501469809"
"IDF9100878","Etampes, 49 avenue d'  (D836)","SODAUTO","Station service, garage","91410","91200","Dourdan","2.01678382189983","48.5233000161406"
"IDF9100899","Quatorze juillet 1789, avenue du","SICTOM DU HUREPOIX (Syndicat Intercommunal de Collecte et de Traitement des OM de la Région du Hurepoix) + STANEXEL (filiale régionale des services du groupe SITA)","Décharge d'ordures ménagères","91410","91200","Dourdan","2.02259285707752","48.520915255921"
"IDF9100884","Gaudrée, ZI de la","ASD (Atelier Spécialisé de Dourdan)","Fabrique de peintures et solvants","91410","91200","Dourdan","2.02566974432579","48.5224434965927"
"IDF9100885","Gaudrée, 7 impasse de la  (en 1995)","SACAD (SA Commerciale des Automobiles de Dourdan) - agence Citroën, ex LESAGE, ex LESAGE R.","Garage","91410","91200","Dourdan","2.02542163352493","48.5253294366462"
"IDF9100433","Cerçay, 69 rue de","STM (SERRURERIE - TOLERIE - MODERNE)","Chaudronnerie","91800","91114","Brunoy","2.51386155130042","48.706857743835"
"IDF9100902","Laubier, rue Raymond","ECOSEC, ex BILLOT","Pressing","91410","91200","Dourdan","2.02152148150531","48.5276657168267"
"IDF9100893","Grillon, en bordure de la rivière de l'Orge","AMO ( Association des Moulins de l'Ouest), ex GUIMETY, ex BROQUETTE","Meunerie","91410","91200","Dourdan","1.99095783440505","48.5286556559803"
"IDF9100895","Jalots, chemin des","PEPINIERES DE GENTILLY, ex  BALANCA A. et Cie","Exploitation agricole","91410","91200","Dourdan","2.02352611658484","48.5145600828151"
"IDF9100896","Jalots, impasse des","IMBERT SOLFIX","Fabrique de peintures et solvants","91410","91200","Dourdan","2.02127058379471","48.5202281435698"
"IDF9101376","Sablière, 8 rue de la","CADIERNO",NULL,"91430","91312","Igny","2.2358239220014","48.7282083201625"
"IDF9101102","Paris, 18 avenue de (D 21)","SNEI (Sté NOUVELLE D'EDITION ET D'IMPRESSION), ex SCI (Sté CIVILE IMMOBILIERE)","Imprimerie","91150","91223","Étampes","2.16647319523518","48.4382404345347"
"IDF9101103","Paris, 49 avenue de (RN 20)  (ex 49 rue de Paris - D 21)","SHELL FRANCAISE","Station service","91150","91223","Étampes","2.16548664654107","48.4382389426994"
"IDF9101101","Notre-Dame, 37 place","PRESSING NOTRE DAME, ex YEME","Pressing","91150","91223","Étampes","2.16317653502784","48.4340988960177"
"IDF9101104","Paris, 67 avenue de (D 21)","BLIN","Stockage, vente de combustibles","91150","91223","Étampes","2.16780659014786","48.4395823102537"
"IDF9101106","Filière, sente de la","LEBRUN Pierre",NULL,"91150","91223","Étampes","2.15915357431608","48.4291647896986"
"IDF9101109","Plaine du Laris, lieu-dit la","CARS MARIGNON, LES","Transports","91150","91223","Étampes","2.14513213983083","48.4422258678768"
"IDF9101111","Prés, promenade des","GAZ D'ETAMPE (SA DU) : Cie GENERALE DU GAZ pour la France et l'Etranger, ex EICHELBRENNER et Cie, ex EICHELBRENNER Auguste","Usine à gaz","91150","91223","Étampes","2.16217374636968","48.4310309316639"
"IDF9101114","CR n°118 d'Etampes à Sarclas","FOUGEREUX","Casse automobile","91150","91223","Étampes","2.14365458636352","48.4188520200656"
"IDF9101115","Religieuses, carrefour des (ex cours des Religieuses)","CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE L'ILE DE FRANCE, ex COOPERATIVE AGRICOLE DE CEREALES ET D'APPROVISIONNEMENT DE LA REGION D'ETAMPES","Coopérative agricole","91150","91223","Étampes","2.15124313516716","48.430761717164"
"IDF9102055","Royal, 38 chemin","DRMTP",NULL,"91310","91339","Linas","2.26174432147371","48.621467720249"
"IDF9101095","Cordeliers, 37 rue des; RN 20","GARAGE DU BOIS RENAUD, ex SFP BP (Sté FRANCAISE DES PETROLES BP)","Station service","91150","91223","Étampes","2.12699062789711","48.4108730019131"
"IDF9101401","Cour de France, 1 avenue de la","GRAND GARAGE DE L'ESSONNE","Station service, garage","91260","91326","Juvisy-sur-Orge","2.37195637763556","48.6868639060435"
"IDF9101402","Cour de France, 23-25 avenue de la","GARAGE AMIEL Georges","Garage","91260","91326","Juvisy-sur-Orge","2.37019367442246","48.6912888170427"
"IDF9101403","Cour de France, 38 avenue de la","BESSE ET GUILBAUD, ex BESSE Marcel","Garage","91260","91326","Juvisy-sur-Orge","2.37147289253182","48.694813561276"
"IDF9100900","Quatorze juillet 1789, 2 avenue du","FAMEL (Garage Peugeot - Talbot)","Garage, carrosserie","91410","91200","Dourdan","2.01853027361538","48.5211557066323"
"IDF9101408","France, 14 place Anatole","PELLEGRINO","Imprimerie","91260","91326","Juvisy-sur-Orge","2.37497328838323","48.6891920429154"
"IDF9101409","Gambetta, 1 bis et 5 quai","NOUVELLE SUPEMEC PRODUMATIC, ex SUPEMEC, ex CONSTAN SUPEMEC, ex MOTEURS CONSTAN, ex FONDERIES DE LA HAUTE - SEINE",NULL,"91260","91326","Juvisy-sur-Orge","2.38432773672741","48.6851508530272"
"IDF9101410","Gambetta, 7 quai","BOSSIS",NULL,"91260","91326","Juvisy-sur-Orge","2.38492553667884","48.6853844130022"
"IDF9101413","Grande Rue, 3","MAIRIE DE JUVISY - SUR - ORGE, ex COPAVI - Concessionnaire BERLIET",NULL,"91260","91326","Juvisy-sur-Orge","2.3773895042895","48.6873926846052"
"IDF9101380","Ampère, 14 rue","LE CARRE BLANC, ex SARGI","Nettoyage industriel","91430","91312","Igny","2.23746516617743","48.7299633431766"
"IDF9101382","Ampère, rue","POLIGRAT FRANCE",NULL,"91430","91312","Igny","2.23761566482996","48.7294778698489"
"IDF9100908","Paris, 30 avenue de (ex 16)  (D116)","LESAGE FRERES, ex LESAGE","Garage","91410","91200","Dourdan","2.0215877968959","48.5300309547552"
"IDF9100909","Paris, 51 avenue de (D116)  (ex 35 bis)","PEPINIERES DE GENTILLY, ex BALANCA André","Pépinières","91410","91200","Dourdan","2.02084058993062","48.5304335404039"
"IDF9101138","Saint-Hilaire, avenue Geoffroy","ESYS - MONTENAY, ex PERIN, ex SONEX",NULL,"91150","91223","Étampes","2.14276795121098","48.4349919087191"
